"","word","freq"
"8","hut",2
"17","afram",1
"25","엔시티",1
"33","youth",1
"36","nervous",1
"45","greatliza",1
"48","shinin’",1
"49","나",1
"50","빛이",1
"51","종현",1
"52","flinch",1
"56","10minut",1
"64","euphoria",1
"67","起",1
"92","ikon",1
"93","scenario’",1
"94","‘사랑을",1
"95","했다love",1
"97","encontro",1
"103","shit",1
"104","bacteriophag",1
